observation_id,year,plot_numeric_id,treatment,replicate,crop_raw,crop_group,harvest_date,preharvest_step_max,yield_kg_ha,whole_plot_yield_kg_ha,feature_scope,landsat_available_steps,landsat_max_step,landsat_blue_mean,landsat_blue_max,landsat_blue_last,landsat_green_mean,landsat_green_max,landsat_green_last,landsat_red_mean,landsat_red_max,landsat_red_last,landsat_nir08_mean,landsat_nir08_max,landsat_nir08_last,landsat_swir16_mean,landsat_swir16_max,landsat_swir16_last,landsat_swir22_mean,landsat_swir22_max,landsat_swir22_last,landsat_ndvi_mean,landsat_ndvi_max,landsat_ndvi_last,landsat_ndwi_mean,landsat_ndwi_max,landsat_ndwi_last,landsat_nbr_mean,landsat_nbr_max,landsat_nbr_last,landsat_clear_fraction_mean,landsat_clear_fraction_max,landsat_clear_fraction_last,landsat_obs_count_mean,landsat_obs_count_max,landsat_obs_count_last,landsat_valid_fraction_mean,landsat_valid_fraction_max,landsat_valid_fraction_last,landsat_time_gap_days_mean,landsat_time_gap_days_max,landsat_time_gap_days_last,landsat_pixels_used_mean,landsat_pixels_used_max,landsat_pixels_used_last,landsat_ndvi_slope,sentinel2_available_steps,sentinel2_max_step,sentinel2_blue_mean,sentinel2_blue_max,sentinel2_blue_last,sentinel2_green_mean,sentinel2_green_max,sentinel2_green_last,sentinel2_red_mean,sentinel2_red_max,sentinel2_red_last,sentinel2_nir08_mean,sentinel2_nir08_max,sentinel2_nir08_last,sentinel2_swir16_mean,sentinel2_swir16_max,sentinel2_swir16_last,sentinel2_swir22_mean,sentinel2_swir22_max,sentinel2_swir22_last,sentinel2_ndvi_mean,sentinel2_ndvi_max,sentinel2_ndvi_last,sentinel2_ndwi_mean,sentinel2_ndwi_max,sentinel2_ndwi_last,sentinel2_nbr_mean,sentinel2_nbr_max,sentinel2_nbr_last,sentinel2_clear_fraction_mean,sentinel2_clear_fraction_max,sentinel2_clear_fraction_last,sentinel2_obs_count_mean,sentinel2_obs_count_max,sentinel2_obs_count_last,sentinel2_valid_fraction_mean,sentinel2_valid_fraction_max,sentinel2_valid_fraction_last,sentinel2_time_gap_days_mean,sentinel2_time_gap_days_max,sentinel2_time_gap_days_last,sentinel2_pixels_used_mean,sentinel2_pixels_used_max,sentinel2_pixels_used_last,sentinel2_ndvi_slope
mcse_rs_yield_000045,2024,31,T1,R5,Glycine max L.,soybean,2024-09-18,17,3844.1,3844.1,landsat+sentinel2,8.0,17.0,0.0441557,0.0562725,0.0408297,0.0733752,0.0941981,0.0742392,0.0767165,0.1133503,0.0850039,0.3596491,0.4770959,0.3406378,0.2366885,0.2764436,0.2499703,0.1408117,0.1933478,0.1452075,0.6137961,0.882518,0.6025884,0.183405,0.4451791,0.1581732,0.4121634,0.7366903,0.40844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.0371184,10.0,17.0,0.0782424,0.12786,0.034225,0.1139166,0.18202,0.053345,0.1290965,0.223135,0.030985,0.3776534,0.50076,0.441075,0.3221754,0.454895,0.19629,0.2380929,0.37694,0.092115,0.4931669,0.8966292,0.8680589,0.0789882,0.4046783,0.3836149,0.2405095,0.6809508,0.654076,1.0,1.0,1.0,1.0,1.0,1.0,0.945,1.0,1.0,2.8,7.0,1.0,18.9,20.0,20.0,0.0682642
mcse_rs_yield_000046,2024,25,T1,R4,Glycine max L.,soybean,2024-09-18,17,4795.9,4795.9,landsat+sentinel2,8.0,17.0,0.0444956,0.0563214,0.042495,0.0735299,0.0946778,0.0756417,0.0763647,0.1117278,0.0921508,0.3532859,0.4900178,0.3192764,0.2389791,0.2798872,0.2625347,0.1446552,0.196437,0.1541817,0.6007332,0.8774933,0.5554158,0.1598599,0.417077,0.1007241,0.3822913,0.7147485,0.3533822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.0330248,10.0,17.0,0.0770383,0.1321667,0.0346,0.1129723,0.1771524,0.0558625,0.1230526,0.2202714,0.0293625,0.3998843,0.5387083,0.47685,0.3216784,0.4323708,0.2055167,0.2339953,0.3643,0.0918833,0.5264866,0.8980189,0.8816836,0.1033569,0.4089957,0.3951329,0.2692167,0.6868989,0.6744679,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,2.8,7.0,1.0,23.7,24.0,24.0,0.0657774
mcse_rs_yield_000047,2024,54,T1,R3,Glycine max L.,soybean,2024-09-18,17,4554.4,4554.4,landsat+sentinel2,8.0,17.0,0.0407155,0.054304,0.0392935,0.0688171,0.0829567,0.070011,0.0678637,0.1025917,0.0779104,0.3426134,0.4607837,0.3091717,0.2282205,0.2620367,0.2370231,0.1335263,0.1912333,0.1336804,0.630238,0.8671641,0.5982127,0.1710796,0.402623,0.1345231,0.4064247,0.7022807,0.3995248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,12.0,12.0,12.0,0.0337874,10.0,17.0,0.0703709,0.1116,0.0360957,0.1044883,0.1555348,0.0584913,0.1126691,0.1998,0.0317478,0.3910187,0.5460304,0.4722652,0.3037839,0.4009304,0.2070956,0.2178152,0.3437087,0.0937869,0.5390988,0.8896385,0.8708736,0.1142463,0.4043175,0.387731,0.2836457,0.6806026,0.666029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,7.0,1.0,23.0,23.0,23.0,0.0645113
mcse_rs_yield_000048,2024,41,T1,R1,Glycine max L.,soybean,2024-09-18,17,3486.1,3486.1,landsat+sentinel2,8.0,17.0,0.041746,0.0525692,0.0467178,0.0701611,0.0919308,0.0806956,0.0751577,0.1028728,0.0944517,0.3349552,0.438877,0.3471767,0.2368505,0.2885711,0.2885711,0.1449665,0.1902586,0.1843125,0.5997562,0.8570082,0.5717601,0.1476131,0.3904871,0.0952009,0.3701397,0.6821594,0.3119534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.0329861,10.0,17.0,0.0732743,0.1157217,0.0417348,0.1068365,0.1643174,0.062713,0.120863,0.1981174,0.0470826,0.3520522,0.4371652,0.4077957,0.3073426,0.424913,0.2169174,0.2291752,0.3522913,0.1194,0.4935608,0.8279448,0.7925918,0.0680028,0.3340662,0.3048185,0.2238421,0.5943406,0.5463056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,7.0,1.0,23.0,23.0,23.0,0.0550048
mcse_rs_yield_000049,2023,3,T4,R5,Zea mays L.,corn,2023-11-20,21,3573.9,3395.205,landsat+sentinel2,13.0,21.0,0.040874,0.0562511,0.0364603,0.0651003,0.0810225,0.0596519,0.0688726,0.1026253,0.0760786,0.3060535,0.4098738,0.2197172,0.2439557,0.301597,0.2271606,0.1468529,0.2311743,0.1382255,0.6082719,0.8706064,0.4896349,0.1029488,0.3813726,-0.0183753,0.3432247,0.6879995,0.2263895,1.0,1.0,1.0,1.0,1.0,1.0,0.9487179,1.0,1.0,11.2307692,37.0,5.0,8.5384615,9.0,9.0,0.0092795,13.0,21.0,0.0722808,0.10975,0.08932,0.0946786,0.1437333,0.1064867,0.1005609,0.1788167,0.11566,0.2806245,0.3762967,0.2381233,0.2590895,0.4100467,0.2060167,0.1784851,0.3546233,0.1419933,0.4661461,0.7801338,0.3438178,0.0382557,0.2437195,0.0696207,0.2307188,0.5218312,0.249922,1.0,1.0,1.0,1.0,1.0,1.0,0.974359,1.0,1.0,3.9230769,15.0,5.0,29.2307692,30.0,30.0,-0.0011816
mcse_rs_yield_000050,2023,28,T4,R6,Zea mays L.,corn,2023-11-20,21,3062.4,2909.28,landsat+sentinel2,10.0,21.0,0.0439923,0.0527342,0.0340036,0.0686274,0.0785261,0.0561747,0.0783714,0.1003183,0.0743217,0.2732868,0.3576258,0.2067983,0.2559497,0.2975544,0.2228583,0.1567384,0.1929322,0.1353686,0.5375925,0.7957008,0.478063,0.0260945,0.3462881,-0.0403948,0.2637544,0.6693581,0.2067459,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333,1.0,1.0,11.0,37.0,5.0,8.4,9.0,9.0,0.0103308,13.0,21.0,0.0680638,0.1088652,0.0811522,0.0918062,0.1412609,0.0981391,0.0994041,0.1772609,0.1121043,0.2816821,0.3817044,0.2196826,0.264941,0.4277435,0.2041261,0.1902412,0.3859043,0.1430826,0.4665378,0.8210864,0.3212206,0.0308863,0.308589,0.0337478,0.214033,0.5865703,0.2076978,1.0,1.0,1.0,1.0,1.0,1.0,0.8996656,1.0,1.0,3.9230769,15.0,5.0,20.6923077,23.0,23.0,-0.0057597
mcse_rs_yield_000051,2023,26,T4,R4,Zea mays L.,corn,2023-11-20,21,3468.1,3294.695,landsat+sentinel2,13.0,21.0,0.046762,0.0655675,0.0446186,0.0727041,0.0930033,0.0735608,0.0823119,0.1206011,0.1049964,0.3361113,0.4371797,0.2552839,0.2534777,0.3235358,0.2487847,0.14594,0.2042958,0.1523086,0.5869691,0.8816102,0.4158088,0.131004,0.4120433,0.0117069,0.3830134,0.706827,0.2506962,1.0,1.0,1.0,1.0,1.0,1.0,0.8119658,1.0,1.0,11.2307692,37.0,5.0,7.3076923,9.0,9.0,0.005886,12.0,21.0,0.0740604,0.11117,0.097275,0.0980175,0.140405,0.11664,0.1063737,0.180765,0.13351,0.2976833,0.38573,0.257615,0.27043,0.41956,0.22891,0.1861908,0.376985,0.15572,0.4689256,0.8001456,0.3141969,0.0482246,0.280368,0.0560684,0.2422317,0.5547651,0.2429607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6666667,15.0,5.0,20.0,20.0,20.0,-0.0006053
mcse_rs_yield_000052,2023,24,T4,R3,Zea mays L.,corn,2023-11-20,21,4523.1,4296.945,landsat+sentinel2,14.0,21.0,0.0442837,0.0652775,0.0652775,0.0736101,0.1045125,0.1045125,0.0752596,0.14511,0.14511,0.3648145,0.4550417,0.297935,0.2588985,0.3101275,0.3101275,0.1517814,0.2227867,0.2061725,0.6400976,0.8913449,0.3496001,0.1607954,0.431952,-0.0190127,0.4026055,0.724835,0.184937,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909,1.0,1.0,11.4285714,37.0,5.0,10.0,11.0,11.0,-0.0089982,13.0,21.0,0.0759788,0.12013,0.090165,0.1012381,0.15681,0.107905,0.1110931,0.20518,0.122945,0.3046892,0.43245,0.23089,0.2831781,0.449895,0.21302,0.2036088,0.40804,0.148575,0.4632702,0.8277559,0.3031952,0.0400797,0.3098018,0.0386314,0.219453,0.5837263,0.2150487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9230769,15.0,5.0,20.0,20.0,20.0,-0.0060809
mcse_rs_yield_000053,2023,46,T4,R2,Zea mays L.,corn,2023-11-20,21,3723.4,3537.23,landsat+sentinel2,14.0,21.0,0.0434095,0.0577277,0.0383631,0.068379,0.0842033,0.0618871,0.0714838,0.1033204,0.0815954,0.3234907,0.4148417,0.2174408,0.2489532,0.2997759,0.2357192,0.1438755,0.1949985,0.1451617,0.6170649,0.8821244,0.4619481,0.120183,0.40103,-0.0451207,0.37304,0.7163073,0.195347,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619,1.0,1.0,11.4285714,37.0,5.0,10.8571429,12.0,12.0,0.0045273,12.0,21.0,0.0722944,0.116281,0.0885857,0.0945079,0.1332476,0.1056286,0.0989817,0.1657571,0.1196762,0.2917111,0.3880191,0.2276619,0.2578246,0.4005095,0.2133428,0.1741016,0.3489333,0.1465667,0.4843461,0.814803,0.3116528,0.0587415,0.2918271,0.031353,0.2604448,0.5679097,0.2155299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6666667,15.0,5.0,21.0,21.0,21.0,-0.0046214
mcse_rs_yield_000054,2023,43,T4,R1,Zea mays L.,corn,2023-11-20,21,4121.3,3915.235,landsat+sentinel2,10.0,21.0,0.0572089,0.0690661,0.0535164,0.0862157,0.0937978,0.08534,0.104285,0.1192353,0.1123847,0.2887262,0.3534393,0.2481095,0.2938329,0.3551517,0.2749097,0.1924839,0.2344603,0.1914411,0.4583935,0.6954224,0.3760206,-0.0128206,0.2069181,-0.0504793,0.1958107,0.4522808,0.1314739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,37.0,5.0,9.0,9.0,9.0,0.0035167,12.0,21.0,0.0726067,0.1145857,0.0943048,0.09675,0.1505429,0.1133952,0.1048472,0.1987809,0.1287429,0.2806424,0.3860666,0.2349095,0.2618377,0.4450047,0.2127381,0.184725,0.4052809,0.150381,0.4432505,0.76239,0.2882129,0.0328868,0.2746008,0.0460905,0.2188628,0.5368833,0.2159834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6666667,15.0,5.0,21.0,21.0,21.0,-0.0047468
mcse_rs_yield_000055,2023,2,T3,R5,Zea mays L.,corn,2023-11-10,20,10301.2,9786.14,landsat+sentinel2,14.0,20.0,0.0454198,0.0670296,0.0284118,0.0743069,0.0969114,0.048906,0.0785726,0.1171422,0.0373162,0.3596498,0.4494878,0.3855277,0.2540128,0.3347421,0.1744536,0.1483055,0.2123167,0.066345,0.6329151,0.8977735,0.8229511,0.172635,0.4549876,0.3770642,0.4161438,0.722837,0.7063946,1.0,1.0,1.0,1.0,1.0,1.0,0.7619048,1.0,1.0,11.1428571,37.0,1.0,6.8571429,9.0,9.0,0.0304176,12.0,20.0,0.0761798,0.1185,0.102905,0.1031241,0.155395,0.114175,0.1083621,0.200435,0.116,0.3311922,0.42265,0.203855,0.2597695,0.422065,0.215365,0.1773447,0.369585,0.164275,0.5002722,0.8450556,0.2742802,0.1224552,0.3746914,-0.0285248,0.315114,0.6621579,0.1087475,1.0,1.0,1.0,1.0,1.0,1.0,0.9958333,1.0,1.0,3.8333333,15.0,1.0,19.9166667,20.0,20.0,-0.0126953
mcse_rs_yield_000056,2023,48,T3,R4,Zea mays L.,corn,2023-11-10,20,10637.7,10105.815,landsat+sentinel2,12.0,20.0,0.0409992,0.0566575,0.0275052,0.0696135,0.0945278,0.0494719,0.0679376,0.1093915,0.0384651,0.3759694,0.4602624,0.3915112,0.2405985,0.2965043,0.1769041,0.1312348,0.1873128,0.0760292,0.6841378,0.8929162,0.8209355,0.2163439,0.445162,0.3773633,0.4787904,0.7647207,0.6746351,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.4,11.75,37.0,1.0,9.5,10.0,4.0,0.031115,12.0,20.0,0.077446,0.123656,0.106984,0.1042577,0.16122,0.120284,0.110772,0.21148,0.126148,0.3355857,0.435184,0.23778,0.274757,0.441328,0.277792,0.188585,0.389264,0.187148,0.4979826,0.8574817,0.3045438,0.1029579,0.3936878,-0.0801183,0.2968946,0.6816838,0.115533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8333333,15.0,1.0,25.0,25.0,25.0,-0.0092429
mcse_rs_yield_000057,2023,32,T3,R3,Zea mays L.,corn,2023-11-10,20,10582.1,10052.995,landsat+sentinel2,9.0,20.0,0.052483,0.0706275,0.0292319,0.0840354,0.1003886,0.048439,0.0917598,0.1148475,0.0405251,0.3547705,0.4124713,0.4124713,0.2620122,0.3258856,0.16193,0.1641771,0.2199647,0.0686297,0.5773281,0.8210676,0.8210676,0.1458337,0.4365417,0.4365417,0.3653651,0.7146703,0.7146703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.6666667,37.0,1.0,9.0,9.0,9.0,0.0440678,11.0,20.0,0.0763055,0.129364,0.129364,0.1031265,0.144912,0.14378,0.1061815,0.188556,0.149636,0.3436465,0.456924,0.298708,0.2616076,0.40356,0.318208,0.1751425,0.34364,0.208868,0.5227147,0.8550729,0.3325801,0.136806,0.3964685,-0.0316191,0.3369211,0.678615,0.1775324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5454545,15.0,1.0,25.0,25.0,25.0,-0.0050977
mcse_rs_yield_000058,2023,16,T3,R2,Zea mays L.,corn,2023-11-10,20,11181.6,10622.52,landsat+sentinel2,13.0,20.0,0.0416986,0.0556377,0.0249248,0.0685617,0.0896323,0.0486256,0.067264,0.1070513,0.0256507,0.3526205,0.4379446,0.4379446,0.246186,0.2998629,0.1728641,0.1404145,0.1934906,0.0693234,0.6628468,0.8877681,0.8877681,0.1705642,0.4315983,0.4315983,0.4211881,0.7242303,0.7242303,1.0,1.0,1.0,1.0,1.0,1.0,0.9615385,1.0,1.0,11.9230769,37.0,11.0,11.5384615,12.0,12.0,0.0371675,12.0,20.0,0.0739929,0.13286,0.13286,0.1006492,0.141375,0.141375,0.1025821,0.16646,0.141525,0.3353229,0.419885,0.272665,0.2711983,0.42087,0.291015,0.1859458,0.36294,0.201625,0.5265537,0.8504035,0.3171312,0.1089979,0.3856389,-0.0322143,0.3046963,0.6738373,0.150589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8333333,15.0,1.0,20.0,20.0,20.0,-0.0112286
mcse_rs_yield_000059,2023,22,T3,R6,Zea mays L.,corn,2023-11-10,20,10806.8,10266.46,landsat+sentinel2,9.0,20.0,0.042551,0.0502928,0.0274303,0.0664399,0.0782572,0.0486574,0.0685997,0.0871856,0.0402655,0.3255594,0.3870869,0.3870869,0.243384,0.2634178,0.1845696,0.1392328,0.1645706,0.0745846,0.6425691,0.8114989,0.8114989,0.137478,0.3537375,0.3537375,0.39278,0.6758385,0.6758385,1.0,1.0,1.0,1.0,1.0,1.0,0.8518519,1.0,1.0,11.6666667,37.0,1.0,7.6666667,9.0,9.0,0.0343725,11.0,20.0,0.0656559,0.107915,0.0417,0.0924236,0.141275,0.078,0.0940158,0.175485,0.0525333,0.340195,0.4127,0.3693,0.2560104,0.398225,0.2099,0.1735382,0.34306,0.1092,0.5671601,0.8382509,0.7508878,0.1467497,0.378983,0.2758963,0.3459929,0.6628309,0.5440545,1.0,1.0,1.0,1.0,1.0,1.0,0.9227273,1.0,0.15,4.0909091,15.0,1.0,18.4545455,20.0,3.0,0.0264189
mcse_rs_yield_000060,2023,54,T1,R3,Zea mays L.,corn,2023-11-09,20,11888.1,11888.1,landsat+sentinel2,9.0,20.0,0.054099,0.0847717,0.0291683,0.0792704,0.1128812,0.0477234,0.0983978,0.15068,0.0437966,0.2772541,0.3557193,0.3557193,0.2745647,0.3764779,0.178201,0.1878914,0.303195,0.0723195,0.4664425,0.7792411,0.7792411,0.0011949,0.3306092,0.3306092,0.1982522,0.6602861,0.6602861,1.0,1.0,1.0,1.0,1.0,1.0,0.9074074,1.0,1.0,11.6666667,37.0,1.0,10.8888889,12.0,12.0,0.0584888,11.0,20.0,0.0904673,0.1804667,0.1804667,0.1127787,0.182513,0.1709,0.1226586,0.2159391,0.1392667,0.3042308,0.4139782,0.3177,0.2512622,0.4139304,0.2872666,0.1822846,0.3542565,0.1928,0.4203541,0.8387895,0.3913223,0.0971399,0.3810735,0.0500648,0.2650377,0.6597897,0.2444088,1.0,1.0,1.0,1.0,1.0,1.0,0.9209486,1.0,0.1304348,3.5454545,15.0,1.0,21.1818182,23.0,3.0,0.0240741
mcse_rs_yield_000061,2023,41,T1,R1,Zea mays L.,corn,2023-11-09,20,9799.5,9799.5,landsat+sentinel2,8.0,20.0,0.0489676,0.0526089,0.0410565,0.0771934,0.0899264,0.0655288,0.0919154,0.1025244,0.0634373,0.2577168,0.3780618,0.3780618,0.2559944,0.2723129,0.2723129,0.1728563,0.1846242,0.1588561,0.4462418,0.7117708,0.7117708,-0.0176486,0.1619148,0.1619148,0.173103,0.4074301,0.4074301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,37.0,13.0,9.0,9.0,9.0,0.0587269,12.0,20.0,0.0830069,0.1164435,0.1149913,0.1083652,0.1547783,0.1220435,0.1225337,0.1928218,0.119213,0.2919446,0.3866087,0.2258869,0.2760547,0.4028913,0.2315217,0.2103217,0.3555435,0.1693087,0.4054892,0.8227105,0.3121018,0.0328511,0.3376313,-0.0110693,0.1873221,0.6220809,0.1444219,1.0,1.0,1.0,1.0,1.0,1.0,0.9202899,1.0,1.0,3.8333333,15.0,1.0,21.1666667,23.0,23.0,0.008092
mcse_rs_yield_000062,2023,29,T1,R2,Zea mays L.,corn,2023-11-09,20,11547.5,11547.5,landsat+sentinel2,9.0,20.0,0.0624127,0.0974369,0.0279768,0.0963198,0.1350081,0.0503615,0.1209261,0.1775689,0.0475586,0.2863063,0.3863214,0.3863214,0.282192,0.3936547,0.1923228,0.2043833,0.3184881,0.0791269,0.3959523,0.7805507,0.7805507,0.0013389,0.3354124,0.3354124,0.1719082,0.6598128,0.6598128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.6666667,37.0,1.0,9.0,9.0,9.0,0.0611633,11.0,20.0,0.0875773,0.1640333,0.0998625,0.1121951,0.1877667,0.0990125,0.125825,0.2179167,0.0931208,0.29775,0.4046083,0.1937958,0.2611239,0.4300667,0.1858542,0.1945454,0.3901625,0.1142458,0.4066992,0.8453715,0.3519059,0.0723805,0.3681484,0.0213501,0.2387505,0.6585867,0.2567693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5454545,15.0,1.0,24.0,24.0,24.0,0.0201084
mcse_rs_yield_000063,2023,44,T3,R1,Zea mays L.,corn,2023-11-09,20,10246.3,9733.985,landsat+sentinel2,9.0,20.0,0.0551451,0.0643425,0.0380258,0.0862217,0.0945425,0.0637454,0.0982446,0.1116775,0.0633716,0.3252607,0.3666475,0.3294558,0.2831283,0.3230125,0.2236298,0.178923,0.2065275,0.1306975,0.526266,0.670042,0.670042,0.0659514,0.1910281,0.1910281,0.286604,0.432831,0.432831,1.0,1.0,1.0,1.0,1.0,1.0,0.959596,1.0,0.6363636,11.6666667,37.0,1.0,10.5555556,11.0,7.0,0.0290939,11.0,20.0,0.0704105,0.1105077,0.0838654,0.0964136,0.1429885,0.0861577,0.0979993,0.1850962,0.0817269,0.3250608,0.4406,0.1637308,0.2549143,0.4320346,0.1624154,0.1720255,0.3743961,0.1034423,0.5237769,0.8037688,0.3350656,0.120984,0.3404598,0.0048549,0.320598,0.6078231,0.2267452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5454545,15.0,1.0,26.0,26.0,26.0,-0.010379
mcse_rs_yield_000064,2023,9,T1,R6,Zea mays L.,corn,2023-11-09,20,11546.1,11546.1,landsat+sentinel2,9.0,20.0,0.0535317,0.0846368,0.0307869,0.0852537,0.12153,0.0549138,0.1005923,0.1533593,0.0481521,0.3120614,0.3840907,0.3840907,0.270742,0.35792,0.1847565,0.1845877,0.2753061,0.0753836,0.5104167,0.7772986,0.7772986,0.067383,0.3509803,0.3509803,0.2612789,0.6725311,0.6725311,1.0,1.0,1.0,1.0,1.0,1.0,0.8730159,1.0,1.0,11.6666667,37.0,1.0,6.1111111,7.0,7.0,0.0496148,11.0,20.0,0.0791154,0.1269929,0.0542667,0.106167,0.1662,0.0602667,0.1212329,0.2146071,0.06965,0.3044574,0.425525,0.1116,0.2858829,0.4338071,0.17105,0.2244914,0.4028857,0.122,0.4162082,0.8554748,0.2314575,0.0236154,0.3870919,-0.2060083,0.1667436,0.6705036,-0.0406331,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909,1.0,0.3,3.9090909,15.0,1.0,18.1818182,20.0,6.0,-0.002784
mcse_rs_yield_000065,2023,31,T1,R5,Zea mays L.,corn,2023-11-09,20,10523.7,10523.7,landsat+sentinel2,9.0,20.0,0.0487139,0.0558203,0.0291862,0.0786736,0.0946839,0.0521792,0.0932664,0.1121831,0.0490847,0.2844057,0.3731037,0.3717022,0.252307,0.2677484,0.1921226,0.1630557,0.1785528,0.0844101,0.4828729,0.7674135,0.7674135,0.0445459,0.3185673,0.3185673,0.2554681,0.6304721,0.6304721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.6666667,37.0,1.0,9.0,9.0,9.0,0.0588804,11.0,20.0,0.08481,0.12717,0.086575,0.1129759,0.172395,0.097525,0.1313991,0.219665,0.1044,0.3005927,0.40382,0.18713,0.2927282,0.43073,0.22718,0.2242273,0.386315,0.15605,0.392211,0.8424371,0.2812359,0.0149882,0.3632715,-0.0994029,0.1675504,0.6549494,0.086806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9090909,15.0,1.0,20.0,20.0,20.0,0.0071438
mcse_rs_yield_000066,2023,25,T1,R4,Zea mays L.,corn,2023-11-09,20,10834.3,10834.3,landsat+sentinel2,13.0,20.0,0.0509142,0.0964347,0.0254462,0.0789494,0.1313811,0.0436465,0.0936903,0.1761145,0.0279749,0.3126209,0.4448653,0.4448653,0.2600096,0.403625,0.1729281,0.1742915,0.3414108,0.0639644,0.5151911,0.8816305,0.8816305,0.0787278,0.4396746,0.4396746,0.2803308,0.7481076,0.7481076,1.0,1.0,1.0,1.0,1.0,1.0,0.982906,1.0,1.0,11.9230769,37.0,11.0,8.8461538,9.0,9.0,0.0496639,12.0,20.0,0.0945477,0.1753,0.1098458,0.1223735,0.1993417,0.1274208,0.140565,0.2324042,0.1389208,0.3145739,0.4110583,0.2772833,0.2925626,0.4451222,0.3236458,0.2256181,0.4139,0.2185958,0.3894107,0.8419002,0.3265416,0.051314,0.3689356,-0.0832558,0.2022863,0.6580905,0.1110502,1.0,1.0,1.0,1.0,1.0,1.0,0.9479167,1.0,1.0,3.8333333,15.0,1.0,22.75,24.0,24.0,0.0173297
mcse_rs_yield_000067,2023,1,T2,R5,Zea mays L.,corn,2023-11-08,20,11677.0,11677.0,landsat+sentinel2,14.0,20.0,0.0549682,0.08226,0.0301145,0.0845729,0.1135715,0.0504866,0.1020527,0.1582755,0.0453798,0.337417,0.4453647,0.4083218,0.28281,0.387169,0.199957,0.1700543,0.264288,0.0831116,0.5297941,0.8759053,0.7997373,0.0884774,0.4175766,0.3431554,0.3327384,0.7464507,0.6616478,1.0,1.0,1.0,1.0,1.0,1.0,0.8174603,1.0,1.0,11.1428571,37.0,1.0,7.3571429,9.0,9.0,0.0399248,12.0,20.0,0.0871662,0.11402,0.105144,0.1127476,0.147104,0.115716,0.1314852,0.185572,0.118592,0.3143615,0.3878599,0.233356,0.2983954,0.426788,0.24826,0.2070476,0.334948,0.169436,0.4144553,0.8285373,0.3278563,0.0372296,0.3316012,-0.0298158,0.2279495,0.624921,0.1648902,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,3.8333333,15.0,1.0,24.75,25.0,25.0,0.0125808
mcse_rs_yield_000068,2023,49,T2,R4,Zea mays L.,corn,2023-11-08,20,12437.0,12437.0,landsat+sentinel2,13.0,20.0,0.0503227,0.0761183,0.0217546,0.0779662,0.1057037,0.0389668,0.0908527,0.13506,0.0256934,0.328741,0.4407033,0.4407033,0.274983,0.3646804,0.173012,0.1706884,0.2563396,0.0649306,0.5531056,0.8898675,0.8898675,0.0855436,0.4365623,0.4365623,0.3138694,0.7433545,0.7433545,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769,1.0,1.0,11.9230769,37.0,11.0,11.0769231,12.0,12.0,0.0468413,12.0,20.0,0.0878702,0.1296238,0.1053667,0.1127667,0.1657476,0.1190524,0.1325643,0.2193,0.1243619,0.3132559,0.4111047,0.2814143,0.3101778,0.4837,0.3266762,0.2232623,0.4109619,0.2085238,0.4086136,0.8434914,0.382672,0.0213675,0.3621304,-0.0772816,0.2002301,0.656837,0.1452573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8333333,15.0,1.0,21.0,21.0,21.0,0.0168603
